"ul_id","sign_up_date","user_age","has_children","home_country","home_city","sessions","cancellations","avg_page_clicks","avg_spend","avg_nights","avg_rooms","avg_seats","avg_hotel_discount","avg_flight_discount","avg_distance_kms","money_spent_total","money_spent_flight","money_spent_hotel","total_money_spent_hotel","total_money_spent_flight","age_group","num_trips"
"189676","2022-05-23","35","true","usa","fort worth","8","8","11.6250000000000000","1244.3100000000000000","9.5000000000000000","2.0000000000000000","3.0000000000000000","","0.15000000000000000000","2350.536145550067","","","207","361","1244.31","35-45","2"
"190866","2022-05-24","36","false","usa","tallahassee","9","9","20.6666666666666667","416.2000000000000000","2.8000000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","","2423.7357077809347","","","","846","2081.00","35-45","5"
"195192","2022-05-28","27","false","usa","chicago","8","8","28.1250000000000000","394.2900000000000000","1.00000000000000000000","2.0000000000000000","2.0000000000000000","0.10000000000000000000","0.10000000000000000000","1165.5097458688963","","","","160","394.29","25-35","1"
"204943","2022-06-06","40","false","canada","ottawa","8","8","36.5000000000000000","475.9657142857142857","7.7142857142857143","1.4285714285714286","1.4285714285714286","","0.15000000000000000000","1834.093873447067","","","","1341","3331.76","35-45","6"
"204997","2022-06-06","37","false","usa","kansas city","8","8","54.8750000000000000","991.1260000000000000","5.5000000000000000","1.5000000000000000","1.6000000000000000","0.10000000000000000000","0.25000000000000000000","3180.8271846731213","","351.18","","609","4955.63","35-45","4"
"205044","2022-06-06","39","true","canada","toronto","9","9","14.8888888888888889","916.1166666666666667","5.3333333333333333","2.0000000000000000","2.0000000000000000","","0.05000000000000000000","2396.8390061428404","","","","748","2748.35","35-45","3"
"206011","2022-06-07","38","true","usa","kansas city","8","8","19.5000000000000000","261.6475000000000000","3.3333333333333333","1.00000000000000000000","1.00000000000000000000","0.20000000000000000000","0.05000000000000000000","1452.0613504500782","","112.33","","340","1046.59","35-45","4"
"216796","2022-06-16","22","false","usa","cincinnati","8","8","15.6250000000000000","2500.8700000000000000","11.0000000000000000","1.00000000000000000000","2.0000000000000000","0.10000000000000000000","0.16666666666666666667","7494.8878462714665","","","","482","5001.74","18-25","1"
"217114","2022-06-17","19","true","usa","long beach","9","9","6.5555555555555556","","","","","0.15000000000000000000","0.05000000000000000000","","","","","","","18-25","0"
"217136","2022-06-17","38","true","usa","little rock","8","8","13.2500000000000000","539.5700000000000000","2.5000000000000000","1.00000000000000000000","1.00000000000000000000","","0.17500000000000000000","3095.3404436795545","","","93","473","539.57","35-45","2"
"220725","2022-06-20","40","false","usa","stockton","9","9","35.1111111111111111","484.5840000000000000","4.7500000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.15000000000000000000","2764.4636407412427","","479.01","","500","2422.92","35-45","4"
"224996","2022-06-23","42","true","canada","halifax","8","8","12.7500000000000000","448.8050000000000000","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","","2488.128262846516","","728.23","","231","897.61","35-45","2"
"226367","2022-06-25","42","false","usa","washington","8","8","14.2500000000000000","296.4033333333333333","2.6666666666666667","1.3333333333333333","1.3333333333333333","","0.05000000000000000000","1633.1960227085976","","","","759","889.21","35-45","3"
"228195","2022-06-26","26","true","usa","los angeles","9","9","12.8888888888888889","","","","","","0.20000000000000000000","","","","","","","25-35","0"
"228872","2022-06-27","34","false","usa","san antonio","8","8","15.7500000000000000","509.2100000000000000","7.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.35000000000000000000","2953.6730397354886","","","116","188","509.21","25-35","2"
"229009","2022-06-27","16","false","usa","stockton","8","8","18.0000000000000000","1127.2225000000000000","2.5000000000000000","1.00000000000000000000","1.00000000000000000000","","","12190.503794408236","","1723.63","","299","4508.89","Under 18","3"
"229108","2022-06-27","25","false","usa","burlington","8","8","40.1250000000000000","438.6100000000000000","","","1.00000000000000000000","0.10000000000000000000","0.20000000000000000000","2510.9650459781715","","438.61","","","877.22","25-35","1"
"229330","2022-06-27","46","false","usa","colorado springs","8","8","16.1250000000000000","387.0275000000000000","2.2500000000000000","1.7500000000000000","1.7500000000000000","0.10000000000000000000","","1175.6900050298536","","","","837","1548.11","45-55","4"
"232647","2022-06-30","17","false","usa","birmingham","8","8","12.5000000000000000","237.1000000000000000","11.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.10000000000000000000","1436.751018608673","450.1","237.1","213","213","237.1","Under 18","2"
"249521","2022-07-15","59","true","canada","ottawa","8","8","18.8750000000000000","642.0200000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.13333333333333333333","0.20000000000000000000","3739.589951281529","","","108","283","642.02","55-65","2"
"252835","2022-07-18","37","true","usa","chicago","8","8","14.6250000000000000","335.3100000000000000","3.2500000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.30000000000000000000","1859.2391123662833","","444.21","","531","1676.55","35-45","5"
"258451","2022-07-22","22","false","usa","miami","8","8","20.8750000000000000","","13.0000000000000000","1.00000000000000000000","","","0.15000000000000000000","","","","178","356","","18-25","1"
"264470","2022-07-27","44","true","usa","bakersfield","8","8","14.7500000000000000","436.5100000000000000","5.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","0.05000000000000000000","2391.635179278391","","","","400","873.02","35-45","2"
"276512","2022-08-06","40","true","usa","austin","8","8","12.2500000000000000","395.6900000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.12500000000000000000","0.12500000000000000000","2409.253288662373","","","","100","395.69","35-45","1"
"281952","2022-08-11","36","false","usa","louisville","8","8","19.7500000000000000","342.3600000000000000","1.5000000000000000","1.00000000000000000000","1.00000000000000000000","0.15000000000000000000","","1966.8305718481147","","","","263","684.72","35-45","2"
"283325","2022-08-12","50","false","usa","dallas","8","8","14.2500000000000000","453.2700000000000000","3.5000000000000000","1.5000000000000000","1.00000000000000000000","0.10000000000000000000","0.07500000000000000000","2838.442946557796","","","194","721","453.27","45-55","2"
"290123","2022-08-18","40","false","usa","houston","9","9","21.1111111111111111","685.1585714285714286","3.1666666666666667","1.6666666666666667","1.5714285714285714","","","2533.380197339184","","462.52","","1440","4796.11","35-45","7"
"297546","2022-08-24","50","false","usa","new york","8","8","25.8750000000000000","415.1800000000000000","5.8000000000000000","1.4000000000000000","1.5000000000000000","0.05000000000000000000","","1772.7370842413172","","","120","530","1660.72","45-55","5"
"298253","2022-08-24","45","true","usa","los angeles","8","8","12.2500000000000000","712.4200000000000000","","","1.00000000000000000000","0.15000000000000000000","0.22500000000000000000","4183.68105154044","","712.42","","","712.42","45-55","1"
"299476","2022-08-25","38","false","usa","atlanta","9","9","20.7777777777777778","192.3800000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.12500000000000000000","0.20000000000000000000","1090.0004072477632","","","","71","192.38","35-45","1"
"306165","2022-08-31","20","false","usa","cleveland","8","8","11.1250000000000000","","","","","","","","","","","","","18-25","0"
"306819","2022-09-01","59","true","usa","new york","8","8","41.1250000000000000","90.0533333333333333","1.3333333333333333","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.05000000000000000000","491.63803480527594","","","","896","270.16","55-65","2"
"312488","2022-09-05","30","false","usa","new york","8","8","9.5000000000000000","407.1000000000000000","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","0.20000000000000000000","0.25000000000000000000","2171.5337603216926","","","","299","407.1","25-35","1"
"313724","2022-09-06","51","false","usa","tulsa","8","8","43.8750000000000000","382.2600000000000000","3.3333333333333333","1.3333333333333333","1.2000000000000000","","","1840.5199222049712","","","115","1101","1911.30","45-55","5"
"316527","2022-09-08","41","true","canada","winnipeg","8","8","17.3750000000000000","434.9725000000000000","3.5000000000000000","1.2500000000000000","1.2500000000000000","0.05000000000000000000","0.15000000000000000000","1940.680351442159","","","","1291","1739.89","35-45","4"
"317688","2022-09-09","40","true","usa","indianapolis","8","8","16.6250000000000000","309.6850000000000000","2.2500000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.24999999999999995000","1634.6874456759483","","","","673","1238.74","35-45","4"
"322867","2022-09-14","45","false","usa","mobile","8","8","10.2500000000000000","173.0400000000000000","8.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","0.12500000000000000000","919.997617427402","","","","189","173.04","45-55","1"
"324191","2022-09-15","39","false","usa","san diego","8","8","10.7500000000000000","49.8700000000000000","5.0000000000000000","1.5000000000000000","1.5000000000000000","0.15000000000000000000","0.10000000000000000000","176.27134554289609","","","","547","99.74","35-45","2"
"328590","2022-09-18","55","false","usa","san diego","8","8","47.8750000000000000","914.1525000000000000","5.5000000000000000","2.0000000000000000","1.5000000000000000","0.15000000000000000000","0.10000000000000000000","3677.9273462268966","","726.33","","310","3656.61","55-65","3"
"330764","2022-09-20","38","false","usa","detroit","8","8","46.8750000000000000","375.5200000000000000","4.5000000000000000","1.00000000000000000000","3.0000000000000000","0.05000000000000000000","","684.2761219914902","634.52","375.52","259","259","751.04","35-45","3"
"330893","2022-09-20","42","true","usa","oklahoma city","8","8","16.6250000000000000","287.2033333333333333","2.3333333333333333","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","","1603.354694102698","","","","414","861.61","35-45","3"
"331039","2022-09-20","43","true","canada","london","8","8","24.7500000000000000","2290.8700000000000000","8.0000000000000000","2.0000000000000000","4.0000000000000000","0.07500000000000000000","0.10000000000000000000","3192.2257673899608","","","","418","4581.74","35-45","1"
"334787","2022-09-23","52","false","usa","minneapolis","8","8","14.8750000000000000","252.7233333333333333","2.3333333333333333","1.00000000000000000000","1.00000000000000000000","","0.05000000000000000000","1377.9597756222813","","","","507","758.17","45-55","3"
"337227","2022-09-25","34","false","usa","santa ana","8","8","10.3750000000000000","","","","","0.05000000000000000000","","","","","","","","25-35","0"
"338086","2022-09-25","39","true","usa","washington","8","8","17.1250000000000000","490.8450000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.20000000000000000000","0.30000000000000000000","2658.554844024915","","","","126","981.69","35-45","2"
"340166","2022-09-27","50","true","usa","san francisco","8","8","11.0000000000000000","","2.0000000000000000","1.00000000000000000000","","0.10000000000000000000","0.10000000000000000000","","","","237","237","","45-55","1"
"343928","2022-09-30","64","false","usa","el paso","8","8","15.2500000000000000","2775.3100000000000000","4.0000000000000000","1.00000000000000000000","1.5000000000000000","0.10000000000000000000","0.29999999999999995000","11233.101337738275","","5109.4","","116","5550.62","55-65","2"
"347778","2022-10-03","49","false","usa","las vegas","9","9","18.0000000000000000","846.7380000000000000","3.2500000000000000","1.7500000000000000","1.6000000000000000","","0.15000000000000000000","2557.170654426593","","362.34","","907","4233.69","45-55","5"
"348817","2022-10-04","27","false","canada","calgary","8","8","15.6250000000000000","458.2066666666666667","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.05000000000000000000","2522.8680668951015","","","225","1036","1374.62","25-35","4"
"348863","2022-10-04","66","false","usa","san antonio","8","8","10.1250000000000000","","","","","0.10000000000000000000","","","","","","","","65+","0"
"349132","2022-10-04","48","false","usa","cincinnati","9","9","14.7777777777777778","360.5300000000000000","5.3333333333333333","1.6666666666666667","2.0000000000000000","0.10000000000000000000","","1082.5033993933703","","","277","581","721.06","45-55","3"
"350648","2022-10-05","17","false","usa","lincoln","8","8","36.8750000000000000","212.1800000000000000","4.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","0.17500000000000000000","1265.368211364691","","","","370","424.36","Under 18","1"
"353271","2022-10-07","25","true","usa","milwaukee","8","8","10.5000000000000000","408.4000000000000000","1.00000000000000000000","2.0000000000000000","2.0000000000000000","0.15000000000000000000","0.15000000000000000000","1177.3169145652591","","","","136","408.4","25-35","1"
"353694","2022-10-07","39","true","usa","new york","8","8","12.5000000000000000","230.6850000000000000","5.0000000000000000","1.5000000000000000","1.5000000000000000","","0.08333333333333333333","1336.32601700837","","","","248","461.37","35-45","2"
"354050","2022-10-07","49","false","usa","detroit","8","8","21.5000000000000000","391.5760000000000000","2.8000000000000000","1.2000000000000000","1.2000000000000000","0.05000000000000000000","0.05000000000000000000","2093.0936158595055","","","","1052","1957.88","45-55","5"
"354260","2022-10-07","48","false","usa","providence","8","8","14.5000000000000000","582.5050000000000000","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.15000000000000000000","3215.735057728185","","724.16","","260","1165.01","45-55","2"
"354311","2022-10-08","45","false","usa","tucson","8","8","12.2500000000000000","536.4450000000000000","4.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.10000000000000000000","3238.7131415521753","","479.74","","97","1072.89","45-55","2"
"354950","2022-10-08","52","false","usa","amarillo","8","8","12.5000000000000000","460.5400000000000000","7.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","","2618.462362173801","","","","127","460.54","45-55","1"
"356046","2022-10-09","33","false","canada","ottawa","8","8","12.6250000000000000","391.9050000000000000","2.5000000000000000","1.5000000000000000","1.5000000000000000","0.05000000000000000000","0.15000000000000000000","1782.935588846813","","","","195","783.81","25-35","2"
"357737","2022-10-10","40","true","usa","san diego","8","8","52.3750000000000000","435.3800000000000000","3.8333333333333333","1.00000000000000000000","1.00000000000000000000","0.08333333333333333333","","2595.142795429385","","","91","1027","2176.90","35-45","5"
"359072","2022-10-11","50","true","canada","montreal","8","8","39.7500000000000000","197.6175000000000000","2.5000000000000000","1.00000000000000000000","1.00000000000000000000","","0.20000000000000000000","1051.139258590397","","","","492","790.47","45-55","3"
"359080","2022-10-11","41","false","usa","new york","8","8","15.7500000000000000","1288.3900000000000000","3.0000000000000000","1.00000000000000000000","1.2500000000000000","0.20000000000000000000","0.10000000000000000000","4684.897493471022","","4389.49","","677","5153.56","35-45","4"
"359653","2022-10-12","54","false","canada","victoria","8","8","15.8750000000000000","392.1650000000000000","2.5000000000000000","1.00000000000000000000","1.00000000000000000000","0.07500000000000000000","0.25000000000000000000","2138.3980455686524","","","","430","784.33","45-55","2"
"361459","2022-10-13","40","true","usa","houston","8","8","7.3750000000000000","393.9100000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.12500000000000000000","","2403.5430407745216","","","","165","393.91","35-45","1"
"361759","2022-10-13","51","false","canada","winnipeg","9","9","15.4444444444444444","415.1475000000000000","1.6666666666666667","1.00000000000000000000","1.00000000000000000000","0.07500000000000000000","0.15000000000000000000","2133.307621862161","","365.57","","239","1660.59","45-55","4"
"363535","2022-10-14","30","false","usa","charlotte","8","8","31.0000000000000000","332.0375000000000000","3.2500000000000000","1.2500000000000000","1.2500000000000000","","0.18333333333333333333","1783.6107116810779","","","","740","1328.15","25-35","3"
"365825","2022-10-16","44","false","usa","los angeles","8","8","44.3750000000000000","64.6300000000000000","6.3333333333333333","1.6666666666666667","1.00000000000000000000","","0.10000000000000000000","383.04736325462943","","","223","541","64.63","35-45","2"
"371201","2022-10-20","27","true","usa","new york","8","8","13.1250000000000000","199.4700000000000000","","","1.00000000000000000000","0.05000000000000000000","0.39999999999999990000","1060.9488580245406","","199.47","","","199.47","25-35","1"
"372970","2022-10-21","33","false","usa","charlotte","8","8","12.5000000000000000","646.6500000000000000","1.5000000000000000","1.00000000000000000000","1.00000000000000000000","0.15000000000000000000","0.12500000000000000000","4048.0877645008654","","","","408","1293.3","25-35","2"
"373489","2022-10-21","36","true","usa","wichita","9","9","13.1111111111111111","7451.3100000000000000","13.0000000000000000","2.0000000000000000","4.0000000000000000","0.12500000000000000000","0.21666666666666666667","20504.143209543832","","","","51","7451.31","35-45","1"
"374331","2022-10-22","41","false","usa","milwaukee","8","8","42.2500000000000000","236.2600000000000000","12.0000000000000000","2.0000000000000000","1.00000000000000000000","0.20000000000000000000","0.15000000000000000000","1338.8632409859442","516.26","236.26","280","280","472.52","35-45","2"
"374340","2022-10-22","34","false","usa","new york","9","9","8.6666666666666667","3966.1900000000000000","","","2.0000000000000000","0.05000000000000000000","","16455.388252489083","","3966.19","","","3966.19","25-35","1"
"374341","2022-10-22","25","false","usa","detroit","8","8","13.1250000000000000","","7.3333333333333333","2.0000000000000000","","","0.10000000000000000000","","","","457","457","","25-35","3"
"375160","2022-10-22","19","false","usa","houston","8","8","5.1250000000000000","","","","","0.10000000000000000000","0.05000000000000000000","","","","","","","18-25","0"
"375729","2022-10-23","52","false","usa","atlanta","8","8","17.7500000000000000","344.0533333333333333","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.07500000000000000000","0.11666666666666666667","1877.015464621399","","","","814","1032.16","45-55","3"
"375751","2022-10-23","49","false","usa","cleveland","8","8","24.0000000000000000","235.8533333333333333","3.5000000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","","1321.671711181997","","306.21","","333","707.56","45-55","3"
"376159","2022-10-23","41","false","usa","long beach","8","8","12.7500000000000000","367.2400000000000000","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","","","2175.006152558628","","","99","255","367.24","35-45","2"
"377069","2022-10-24","67","false","usa","new york","8","8","32.5000000000000000","926.6700000000000000","","","2.0000000000000000","0.05000000000000000000","","2911.7277888787594","","926.67","","","1853.34","65+","1"
"377411","2022-10-24","37","false","canada","montreal","8","8","14.7500000000000000","504.3050000000000000","3.0000000000000000","1.5000000000000000","1.5000000000000000","0.15000000000000000000","0.11666666666666666667","1493.4495584275169","","","","227","1008.61","35-45","2"
"378565","2022-10-25","39","true","usa","nashville","8","8","17.0000000000000000","354.8150000000000000","9.0000000000000000","1.2000000000000000","1.00000000000000000000","","0.07500000000000000000","2021.5747115610534","","","520","723","709.63","35-45","5"
"379543","2022-10-25","55","false","usa","san jose","8","8","13.0000000000000000","385.0400000000000000","2.6666666666666667","1.00000000000000000000","1.00000000000000000000","0.15000000000000000000","0.10000000000000000000","2196.6602684170643","","","","695","1155.12","55-65","3"
"380434","2022-10-26","49","true","usa","oklahoma city","8","8","14.2500000000000000","356.9200000000000000","2.6666666666666667","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.12500000000000000000","1929.341973733958","","","","795","1070.76","45-55","3"
"380436","2022-10-26","43","false","usa","new york","8","8","13.3750000000000000","113.2500000000000000","5.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.17500000000000000000","","576.1819985601524","","","","165","113.25","35-45","1"
"380757","2022-10-26","45","true","usa","los angeles","8","8","15.2500000000000000","165.2066666666666667","5.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.05000000000000000000","0.05000000000000000000","1693.1750848546426","","","","509","495.62","45-55","3"
"380874","2022-10-26","53","false","usa","louisville","8","8","14.6250000000000000","280.0833333333333333","2.3333333333333333","1.00000000000000000000","1.00000000000000000000","0.18333333333333333333","","1430.3396297294432","","","","535","840.25","45-55","3"
"380949","2022-10-26","45","false","usa","san antonio","8","8","54.0000000000000000","368.6450000000000000","2.6000000000000000","1.00000000000000000000","1.00000000000000000000","0.15000000000000000000","","2040.4735867781612","","365.1","","1150","2211.87","45-55","5"
"381259","2022-10-26","20","true","usa","san diego","8","8","12.1250000000000000","719.4800000000000000","2.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","","3816.768005261937","","","","68","719.48","18-25","1"
"381465","2022-10-26","33","false","usa","san antonio","8","8","30.6250000000000000","126.3166666666666667","7.4000000000000000","1.00000000000000000000","1.00000000000000000000","","0.07500000000000000000","784.291411819437","","","302","658","378.95","25-35","4"
"382181","2022-10-27","35","false","canada","halifax","8","8","13.2500000000000000","357.6800000000000000","3.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.17500000000000000000","2089.9447020787297","","224.72","","416","1073.04","35-45","3"
"382384","2022-10-27","56","false","usa","st. petersburg","8","8","9.3750000000000000","228.6300000000000000","1.00000000000000000000","1.00000000000000000000","1.00000000000000000000","","","1239.895526663839","","","","156","228.63","55-65","1"
"382533","2022-10-27","17","false","usa","long beach","8","8","8.7500000000000000","","","","","0.05000000000000000000","0.20000000000000000000","","","","","","","Under 18","0"
"385689","2022-10-29","48","true","usa","nashville","8","8","11.5000000000000000","431.4366666666666667","4.2500000000000000","1.2500000000000000","1.3333333333333333","","0.15000000000000000000","1940.2176416958227","","","274","748","1294.31","45-55","4"
"386255","2022-10-30","31","true","usa","mobile","8","8","8.0000000000000000","","4.0000000000000000","2.0000000000000000","","0.05000000000000000000","0.10000000000000000000","","","","268","268","","25-35","1"
"386469","2022-10-30","16","false","usa","stockton","9","9","10.5555555555555556","","","","","","0.30000000000000000000","","","","","","","Under 18","0"
"386914","2022-10-30","45","true","canada","hamilton","8","8","36.7500000000000000","7445.0300000000000000","2.0000000000000000","1.00000000000000000000","3.6666666666666667","0.13333333333333333333","0.10000000000000000000","8776.138826492259","","11100.19","","321","22335.09","45-55","2"
"387282","2022-10-30","29","true","usa","amarillo","8","8","10.8750000000000000","","4.0000000000000000","3.0000000000000000","","0.10000000000000000000","0.17500000000000000000","","","","330","330","","25-35","1"
"387783","2022-10-31","52","true","usa","oakland","8","8","10.8750000000000000","431.2600000000000000","5.0000000000000000","1.3333333333333333","1.00000000000000000000","0.10000000000000000000","0.45000000000000000000","2296.188043393657","","","417","566","431.26","45-55","3"
"388328","2022-10-31","49","true","canada","toronto","9","9","15.0000000000000000","413.5666666666666667","5.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.12500000000000000000","0.10000000000000000000","2451.7037762897517","","","479","828","1240.70","45-55","5"
"388767","2022-10-31","43","true","usa","tallahassee","8","8","13.0000000000000000","372.3400000000000000","10.0000000000000000","1.00000000000000000000","1.00000000000000000000","","","2119.043462511673","","","","189","372.34","35-45","1"
"388947","2022-10-31","39","false","usa","new york","9","9","12.4444444444444444","434.6966666666666667","2.5000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","0.19999999999999996667","2373.170069640812","","719.01","","342","1304.09","35-45","3"
"389434","2022-11-01","41","false","usa","new york","8","8","55.5000000000000000","461.4383333333333333","2.3333333333333333","1.00000000000000000000","1.00000000000000000000","","0.11666666666666666667","2398.9531477409973","","","","896","2768.63","35-45","5"
"389662","2022-11-01","37","false","usa","fresno","8","8","18.2500000000000000","330.0900000000000000","1.6666666666666667","1.00000000000000000000","1.00000000000000000000","","0.15000000000000000000","1877.971150934258","","","132","519","660.18","35-45","3"
"389759","2022-11-01","32","true","usa","anchorage","8","8","19.5000000000000000","1058.5633333333333333","2.6666666666666667","1.6666666666666667","1.6666666666666667","","0.16666666666666666667","3955.9332424739164","","","","560","3175.69","25-35","3"
"390811","2022-11-01","40","false","usa","los angeles","8","8","16.5000000000000000","366.3400000000000000","4.0000000000000000","1.00000000000000000000","1.00000000000000000000","","0.10000000000000000000","2120.3722912217963","","","","402","1099.02","35-45","3"
"392453","2022-11-02","57","false","usa","el paso","8","8","9.7500000000000000","393.9800000000000000","11.0000000000000000","1.00000000000000000000","1.00000000000000000000","0.10000000000000000000","0.07500000000000000000","2501.8639303522496","","","","106","393.98","55-65","1"
"395202","2022-11-04","25","false","usa","san jose","8","8","8.8750000000000000","","13.0000000000000000","1.00000000000000000000","","","0.20000000000000000000","","","","228","228","","25-35","1"
